#         t          x          y          z         vx         vy         vz
      0.000    -98.600   -119.990   -127.780    -28.430    173.920     93.230
      0.010    -98.881   -118.247   -126.843    -27.735    174.758     94.129
      0.020    -99.155   -116.495   -125.897    -27.025    175.600     95.038
      0.030    -99.421   -114.735   -124.942    -26.299    176.445     95.959
      0.040    -99.681   -112.966   -123.978    -25.557    177.294     96.890
      0.050    -99.932   -111.189   -123.005    -24.798    178.147     97.833
      0.060   -100.176   -109.403   -122.021    -24.021    179.003     98.788
      0.070   -100.413   -107.609   -121.029    -23.227    179.862     99.754
      0.080   -100.641   -105.806   -120.026    -22.414    180.725    100.732
      0.090   -100.861   -103.994   -119.014    -21.582    181.591    101.723
      0.100   -101.072   -102.174   -117.992    -20.731    182.460    102.726
      0.110   -101.275   -100.345   -116.959    -19.860    183.332    103.741
      0.120   -101.469    -98.507   -115.917    -18.968    184.206    104.769
      0.130   -101.655    -96.661   -114.864    -18.056    185.083    105.811
      0.140   -101.830    -94.806   -113.801    -17.121    185.963    106.865
      0.150   -101.997    -92.942   -112.727    -16.164    186.844    107.933
      0.160   -102.154    -91.069   -111.642    -15.184    187.728    109.015
      0.170   -102.300    -89.187   -110.546    -14.180    188.613    110.111
      0.180   -102.437    -87.296   -109.440    -13.151    189.500    111.221
      0.190   -102.563    -85.397   -108.322    -12.097    190.387    112.346
      0.200   -102.679    -83.489   -107.193    -11.017    191.276    113.485
      0.210   -102.784    -81.571   -106.052     -9.910    192.165    114.639
      0.220   -102.877    -79.645   -104.900     -8.776    193.055    115.808
      0.230   -102.959    -77.710   -103.736     -7.613    193.944    116.992
      0.240   -103.029    -75.766   -102.560     -6.420    194.832    118.192
      0.250   -103.087    -73.814   -101.372     -5.197    195.720    119.408
      0.260   -103.133    -71.852   -100.172     -3.943    196.606    120.640
      0.270   -103.166    -69.882    -98.959     -2.657    197.490    121.888
      0.280   -103.186    -67.902    -97.734     -1.337    198.371    123.152
      0.290   -103.192    -65.914    -96.496      0.017    199.249    124.433
      0.300   -103.185    -63.917    -95.245      1.407    200.123    125.731
      0.310   -103.164    -61.912    -93.981      2.833    200.992    127.046
      0.320   -103.128    -59.898    -92.704      4.297    201.857    128.378
      0.330   -103.078    -57.875    -91.413      5.799    202.715    129.727
      0.340   -103.012    -55.843    -90.109      7.342    203.566    131.093
      0.350   -102.931    -53.803    -88.792      8.926    204.409    132.477
      0.360   -102.834    -51.755    -87.460     10.552    205.244    133.879
      0.370   -102.720    -49.699    -86.114     12.223    206.068    135.298
      0.380   -102.589    -47.634    -84.754     13.939    206.882    136.735
      0.390   -102.441    -45.561    -83.379     15.701    207.683    138.189
      0.400   -102.275    -43.480    -81.990     17.512    208.471    139.661
      0.410   -102.090    -41.392    -80.586     19.372    209.243    141.151
      0.420   -101.887    -39.295    -79.167     21.284    209.999    142.658
      0.430   -101.664    -37.192    -77.733     23.247    210.737    144.182
      0.440   -101.422    -35.081    -76.283     25.266    211.455    145.724
      0.450   -101.159    -32.963    -74.818     27.339    212.152    147.282
      0.460   -100.875    -30.838    -73.337     29.470    212.825    148.856
      0.470   -100.569    -28.706    -71.841     31.660    213.472    150.446
      0.480   -100.241    -26.569    -70.328     33.910    214.091    152.052
      0.490    -99.890    -24.425    -68.800     36.222    214.681    153.672
      0.500    -99.516    -22.275    -67.255     38.598    215.237    155.307
      0.510    -99.118    -20.120    -65.693     41.039    215.758    156.954
      0.520    -98.695    -17.960    -64.116     43.546    216.241    158.614
      0.530    -98.247    -15.796    -62.521     46.121    216.682    160.286
      0.540    -97.773    -13.627    -60.910     48.766    217.079    161.967
      0.550    -97.271    -11.454    -59.282     51.482    217.428    163.657
      0.560    -96.743     -9.278    -57.637     54.269    217.726    165.354
      0.570    -96.186     -7.100    -55.975     57.130    217.969    167.056
      0.580    -95.600     -4.919    -54.296     60.065    218.153    168.762
      0.590    -94.984     -2.737    -52.599     63.075    218.274    170.469
      0.600    -94.338     -0.554    -50.886     66.160    218.327    172.176
      0.610    -93.660      1.629    -49.156     69.321    218.309    173.879
      0.620    -92.951      3.812    -47.409     72.558    218.215    175.576
      0.630    -92.209      5.993    -45.644     75.871    218.039    177.263
      0.640    -91.433      8.172    -43.863     79.259    217.778    178.938
      0.650    -90.623     10.348    -42.066     82.723    217.426    180.597
      0.660    -89.778     12.520    -40.252     86.259    216.978    182.237
      0.670    -88.898     14.687    -38.421     89.867    216.428    183.852
      0.680    -87.981     16.848    -36.575     93.545    215.772    185.438
      0.690    -87.026     19.002    -34.713     97.289    215.005    186.992
      0.700    -86.034     21.148    -32.835    101.097    214.122    188.508
      0.710    -85.004     23.284    -30.943    104.965    213.117    189.981
      0.720    -83.935     25.409    -29.036    108.888    211.986    191.406
      0.730    -82.826     27.523    -27.115    112.862    210.725    192.777
      0.740    -81.677     29.623    -25.180    116.879    209.330    194.088
      0.750    -80.488     31.709    -23.233    120.935    207.796    195.334
      0.760    -79.259     33.778    -21.274    125.021    206.120    196.509
      0.770    -77.988     35.830    -19.303    129.131    204.301    197.607
      0.780    -76.676     37.864    -17.322    133.254    202.337    198.622
      0.790    -75.323     39.876    -15.331    137.383    200.225    199.548
      0.800    -73.928     41.867    -13.332    141.508    197.966    200.381
      0.810    -72.493     43.835    -11.324    145.618    195.560    201.114
      0.820    -71.016     45.778     -9.310    149.704    193.009    201.744
      0.830    -69.499     47.694     -7.290    153.753    190.315    202.266
      0.840    -67.941     49.583     -5.265    157.756    187.482    202.675
      0.850    -66.344     51.443     -3.237    161.701    184.514    202.968
      0.860    -64.707     53.273     -1.207    165.578    181.416    203.141
      0.870    -63.033     55.071      0.825    169.374    178.196    203.160
      0.880    -61.320     56.836      2.856    173.077    174.864    203.011
      0.890    -59.572     58.568      4.885    176.675    171.429    202.736
      0.900    -57.788     60.265      6.910    180.161    167.900    202.342
      0.910    -55.969     61.925      8.931    183.525    164.287    201.829
      0.920    -54.118     63.550     10.946    186.760    160.599    201.201
      0.930    -52.235     65.137     12.954    189.860    156.847    200.460
      0.940    -50.321     66.687     14.955    192.821    153.042    199.612
      0.950    -48.379     68.198     16.946    195.637    149.194    198.660
      0.960    -46.409     69.670     18.927    198.305    145.313    197.609
      0.970    -44.414     71.104     20.898    200.823    141.410    196.464
      0.980    -42.393     72.498     22.856    203.191    137.494    195.231
      0.990    -40.350     73.854     24.802    205.406    133.574    193.917
      1.000    -38.286     75.170     26.734    207.471    129.661    192.526
      1.010    -36.202     76.447     28.652    209.387    125.762    191.065
      1.020    -34.099     77.685     30.555    211.155    121.885    189.541
      1.030    -31.979     78.885     32.443    212.779    118.038    187.959
      1.040    -29.844     80.046     34.314    214.262    114.226    186.325
      1.050    -27.695     81.170     36.169    215.607    110.457    184.645
      1.060    -25.533     82.256     38.007    216.819    106.734    182.925
      1.070    -23.359     83.305     39.827    217.903    103.064    181.169
      1.080    -21.175     84.317     41.630    218.863     99.450    179.384
      1.090    -18.982     85.294     43.415    219.705     95.895    177.574
      1.100    -16.782     86.235     45.181    220.433     92.403    175.744
      1.110    -14.574     87.142     46.930    221.053     88.975    173.898
      1.120    -12.361     88.015     48.659    221.570     85.615    172.039
      1.130    -10.143     88.855     50.370    221.989     82.323    170.172
      1.140     -7.922     89.662     52.063    222.315     79.100    168.301
      1.150     -5.698     90.437     53.736    222.553     75.948    166.427
      1.160     -3.471     91.181     55.391    222.709     72.866    164.554
      1.170     -1.244     91.895     57.027    222.786     69.856    162.685
      1.180      0.984     92.579     58.645    222.790     66.915    160.822
      1.190      3.212     93.234     60.244    222.726     64.046    158.967
      1.200      5.438     93.860     61.824    222.596     61.246    157.123
      1.210      7.663     94.459     63.386    222.406     58.514    155.289
      1.220      9.886     95.031     64.930    222.160     55.851    153.470
      1.230     12.106     95.576     66.456    221.860     53.255    151.664
      1.240     14.323     96.096     67.964    221.511     50.725    149.875
      1.250     16.536     96.591     69.453    221.116     48.260    148.102
      1.260     18.745     97.062     70.926    220.679     45.858    146.346
      1.270     20.950     97.509     72.380    220.201     43.519    144.610
      1.280     23.149     97.932     73.818    219.687     41.240    142.892
      1.290     25.343     98.334     75.238    219.139     39.020    141.193
      1.300     27.532     98.713     76.642    218.559     36.858    139.515
      1.310     29.714     99.071     78.029    217.949     34.753    137.857
      1.320     31.891     99.408     79.399    217.313     32.703    136.219
      1.330     34.060     99.725     80.753    216.652     30.706    134.602
      1.340     36.223    100.023     82.091    215.968     28.762    133.006
      1.350     38.380    100.301     83.413    215.262     26.868    131.432
      1.360     40.529    100.560     84.720    214.538     25.023    129.878
      1.370     42.670    100.802     86.011    213.795     23.226    128.345
      1.380     44.804    101.025     87.287    213.037     21.476    126.833
      1.390     46.931    101.231     88.548    212.263     19.771    125.341
      1.400     49.050    101.421     89.794    211.477     18.110    123.871
      1.410     51.160    101.594     91.025    210.678     16.491    122.421
      1.420     53.263    101.751     92.242    209.868     14.914    120.991
      1.430     55.358    101.892     93.445    209.048     13.377    119.582
      1.440     57.444    102.019     94.634    208.219     11.879    118.193
      1.450     59.522    102.130     95.809    207.382     10.418    116.823
      1.460     61.592    102.227     96.971    206.538      8.994    115.473
      1.470     63.653    102.310     98.119    205.688      7.606    114.142
      1.480     65.705    102.379     99.254    204.833      6.252    112.829
      1.490     67.749    102.435    100.376    203.972      4.932    111.536
      1.500     69.785    102.478    101.485    203.108      3.644    110.261
      1.510     71.812    102.508    102.581    202.240      2.388    109.004
      1.520     73.830    102.526    103.665    201.369      1.162    107.765
      1.530     75.839    102.532    104.736    200.496     -0.035    106.544
      1.540     77.839    102.526    105.796    199.621     -1.202    105.339
      1.550     79.831    102.508    106.843    198.745     -2.342    104.152
      1.560     81.814    102.479    107.879    197.868     -3.454    102.982
      1.570     83.789    102.439    108.903    196.990     -4.540    101.827
      1.580     85.754    102.388    109.915    196.112     -5.601    100.689
      1.590     87.711    102.327    110.917    195.234     -6.637     99.567
      1.600     89.659    102.256    111.907    194.357     -7.649     98.460
      1.610     91.598    102.174    112.886    193.480     -8.637     97.368
      1.620     93.528    102.083    113.854    192.605     -9.603     96.292
      1.630     95.450    101.982    114.812    191.731    -10.547     95.230
      1.640     97.363    101.872    115.759    190.858    -11.469     94.182
      1.650     99.267    101.753    116.696    189.988    -12.371     93.149
      1.660    101.163    101.625    117.622    189.119    -13.252     92.129
      1.670    103.050    101.488    118.538    188.253    -14.114     91.123
      1.680    104.928    101.343    119.444    187.389    -14.957     90.131
      1.690    106.797    101.189    120.341    186.527    -15.781     89.151
      1.700    108.658    101.027    121.228    185.668    -16.587     88.185
      1.710    110.511    100.857    122.105    184.812    -17.376     87.231
      1.720    112.355    100.680    122.972    183.959    -18.147     86.289
      1.730    114.190    100.494    123.830    183.109    -18.902     85.359
      1.740    116.017    100.302    124.679    182.262    -19.641     84.442
      1.750    117.835    100.102    125.519    181.418    -20.364     83.536
      1.760    119.645     99.894    126.350    180.578    -21.071     82.641
      1.770    121.447     99.680    127.172    179.741    -21.764     81.758
      1.780    123.240     99.459    127.985    178.908    -22.442     80.886
      1.790    125.025     99.231    128.790    178.078    -23.107     80.024
      1.800    126.802     98.997    129.586    177.251    -23.757     79.174
      1.810    128.570     98.756    130.374    176.429    -24.394     78.333
      1.820    130.330     98.509    131.153    175.610    -25.018     77.503
      1.830    132.082     98.256    131.924    174.795    -25.629     76.683
      1.840    133.826     97.997    132.686    173.983    -26.228     75.873
      1.850    135.562     97.732    133.441    173.175    -26.815     75.072
      1.860    137.290     97.461    134.188    172.371    -27.390     74.281
      1.870    139.009     97.184    134.927    171.571    -27.954     73.499
      1.880    140.721     96.902    135.658    170.775    -28.506     72.727
      1.890    142.425     96.614    136.381    169.983    -29.048     71.963
      1.900    144.121     96.321    137.097    169.195    -29.579     71.208
      1.910    145.809     96.022    137.806    168.410    -30.099     70.462
      1.920    147.489     95.719    138.507    167.629    -30.609     69.724
      1.930    149.162     95.410    139.200    166.853    -31.110     68.995
      1.940    150.826     95.097    139.887    166.080    -31.601     68.274
      1.950    152.483     94.778    140.566    165.311    -32.082     67.560
      1.960    154.132     94.455    141.238    164.546    -32.554     66.855
      1.970    155.774     94.127    141.903    163.785    -33.017     66.157
      1.980    157.408     93.795    142.561    163.027    -33.472     65.468
      1.990    159.035     93.458    143.212    162.274    -33.918     64.785
      2.000    160.654     93.116    143.857    161.524    -34.355     64.110
      2.010    162.265     92.771    144.494    160.779    -34.784     63.442
      2.020    163.869     92.421    145.126    160.037    -35.205     62.781
      2.030    165.466     92.067    145.750    159.299    -35.619     62.128
      2.040    167.055     91.708    146.368    158.565    -36.025     61.481
      2.050    168.637     91.346    146.980    157.834    -36.423     60.841
      2.060    170.212     90.980    147.585    157.107    -36.814     60.207
      2.070    171.779     90.610    148.184    156.384    -37.198     59.580
      2.080    173.340     90.236    148.777    155.665    -37.575     58.959
      2.090    174.893     89.858    149.363    154.950    -37.945     58.345
      2.100    176.439     89.477    149.944    154.238    -38.308     57.737
      2.110    177.977     89.092    150.518    153.529    -38.665     57.135
      2.120    179.509     88.704    151.086    152.825    -39.016     56.538
      2.130    181.034     88.312    151.649    152.124    -39.360     55.948
      2.140    182.552     87.917    152.205    151.426    -39.698     55.364
      2.150    184.063     87.518    152.756    150.733    -40.030     54.785
      2.160    185.566     87.116    153.301    150.042    -40.356     54.212
      2.170    187.063     86.711    153.840    149.356    -40.676     53.644
      2.180    188.554     86.303    154.374    148.672    -40.991     53.082
      2.190    190.037     85.891    154.902    147.992    -41.300     52.525
      2.200    191.513     85.477    155.424    147.316    -41.604     51.973
      2.210    192.983     85.059    155.941    146.643    -41.903     51.427
      2.220    194.446     84.639    156.453    145.973    -42.196     50.886
      2.230    195.903     84.215    156.959    145.307    -42.484     50.349
      2.240    197.352     83.789    157.460    144.644    -42.767     49.818
      2.250    198.796     83.360    157.956    143.984    -43.046     49.291
      2.260    200.232     82.928    158.446    143.328    -43.319     48.769
      2.270    201.662     82.494    158.931    142.675    -43.588     48.252
      2.280    203.086     82.056    159.411    142.025    -43.852     47.740
      2.290    204.503     81.617    159.886    141.378    -44.112     47.232
      2.300    205.913     81.174    160.356    140.734    -44.367     46.728
      2.310    207.317     80.729    160.820    140.094    -44.618     46.229
      2.320    208.715     80.282    161.280    139.457    -44.865     45.735
      2.330    210.107     79.832    161.735    138.822    -45.107     45.244
      2.340    211.492     79.380    162.185    138.191    -45.346     44.758
      2.350    212.870     78.925    162.630    137.563    -45.580     44.276
      2.360    214.243     78.468    163.071    136.938    -45.810     43.798
      2.370    215.609     78.009    163.506    136.316    -46.037     43.324
      2.380    216.969     77.547    163.937    135.697    -46.260     42.854
      2.390    218.323     77.084    164.363    135.080    -46.479     42.388
      2.400    219.671     76.618    164.785    134.467    -46.694     41.926
      2.410    221.012     76.150    165.202    133.856    -46.905     41.468
      2.420    222.348     75.680    165.614    133.249    -47.114     41.013
      2.430    223.677     75.208    166.022    132.644    -47.318     40.563
      2.440    225.001     74.733    166.426    132.042    -47.519     40.115
      2.450    226.318     74.257    166.824    131.442    -47.717     39.672
      2.460    227.630     73.779    167.219    130.846    -47.912     39.232
      2.470    228.935     73.299    167.609    130.252    -48.103     38.795
      2.480    230.235     72.817    167.995    129.661    -48.291     38.362
      2.490    231.528     72.333    168.376    129.073    -48.476     37.932
      2.500    232.816     71.848    168.754    128.487    -48.658     37.506
      2.510    234.098     71.360    169.127    127.904    -48.837     37.083
      2.520    235.374     70.871    169.495    127.323    -49.013     36.663
      2.530    236.645     70.380    169.860    126.745    -49.186     36.247
      2.540    237.909     69.887    170.220    126.170    -49.356     35.834
      2.550    239.168     69.393    170.577    125.597    -49.523     35.423
      2.560    240.421     68.897    170.929    125.026    -49.688     35.016
      2.570    241.669     68.399    171.277    124.458    -49.849     34.612
      2.580    242.910     67.900    171.621    123.893    -50.008     34.211
      2.590    244.146     67.399    171.961    123.330    -50.165     33.813
      2.600    245.377     66.896    172.297    122.769    -50.319     33.418
      2.610    246.602     66.392    172.629    122.211    -50.470     33.026
      2.620    247.821     65.887    172.958    121.655    -50.618     32.636
      2.630    249.035     65.380    173.282    121.102    -50.765     32.250
      2.640    250.243     64.872    173.603    120.551    -50.908     31.866
      2.650    251.446     64.362    173.920    120.002    -51.050     31.485
      2.660    252.643     63.851    174.232    119.455    -51.189     31.106
      2.670    253.835     63.338    174.542    118.911    -51.326     30.731
      2.680    255.022     62.824    174.847    118.369    -51.460     30.358
      2.690    256.203     62.309    175.149    117.829    -51.592     29.987
      2.700    257.378     61.792    175.447    117.291    -51.722     29.619
      2.710    258.548     61.275    175.741    116.756    -51.850     29.254
      2.720    259.713     60.755    176.032    116.223    -51.975     28.891
      2.730    260.873     60.235    176.319    115.692    -52.099     28.531
      2.740    262.027     59.713    176.603    115.163    -52.220     28.173
      2.750    263.176     59.191    176.883    114.636    -52.339     27.818
      2.760    264.320     58.667    177.159    114.111    -52.457     27.465
      2.770    265.458     58.142    177.432    113.588    -52.572     27.114
      2.780    266.592     57.615    177.701    113.067    -52.685     26.766
      2.790    267.720     57.088    177.967    112.549    -52.797     26.420
      2.800    268.843     56.559    178.230    112.032    -52.906     26.076
      2.810    269.960     56.030    178.489    111.517    -53.014     25.734
      2.820    271.073     55.499    178.744    111.004    -53.119     25.395
      2.830    272.180     54.967    178.997    110.494    -53.223     25.058
      2.840    273.283     54.435    179.246    109.985    -53.325     24.723
      2.850    274.380     53.901    179.491    109.478    -53.425     24.390
      2.860    275.472     53.366    179.733    108.973    -53.524     24.060
      2.870    276.560     52.830    179.972    108.470    -53.621     23.731
      2.880    277.642     52.294    180.208    107.969    -53.716     23.405
      2.890    278.719     51.756    180.440    107.469    -53.809     23.080
      2.900    279.791     51.218    180.670    106.972    -53.901     22.758
      2.910    280.858     50.678    180.896    106.476    -53.991     22.438
      2.920    281.921     50.138    181.118    105.982    -54.080     22.119
      2.930    282.978     49.597    181.338    105.490    -54.166     21.803
      2.940    284.030     49.054    181.554    104.999    -54.252     21.488
      2.950    285.078     48.511    181.768    104.511    -54.335     21.176
      2.960    286.121     47.968    181.978    104.024    -54.418     20.865
      2.970    287.159     47.423    182.185    103.539    -54.498     20.556
      2.980    288.191     46.878    182.389    103.055    -54.578     20.249
      2.990    289.220     46.332    182.590    102.573    -54.655     19.944
      3.000    290.243     45.785    182.788    102.093    -54.732     19.640
      3.010    291.262     45.237    182.983    101.615    -54.807     19.339
      3.020    292.275     44.689    183.175    101.138    -54.880     19.039
      3.030    293.284     44.139    183.364    100.663    -54.952     18.741
      3.040    294.289     43.589    183.550    100.189    -55.023     18.445
      3.050    295.288     43.039    183.733     99.717    -55.092     18.150
      3.060    296.283     42.488    183.913     99.247    -55.160     17.857
      3.070    297.273     41.936    184.090     98.778    -55.227     17.566
      3.080    298.258     41.383    184.264     98.311    -55.292     17.276
      3.090    299.239     40.830    184.435     97.845    -55.356     16.988
      3.100    300.215     40.276    184.604     97.381    -55.419     16.702
      3.110    301.187     39.721    184.769     96.918    -55.481     16.417
      3.120    302.154     39.166    184.932     96.457    -55.541     16.134
      3.130    303.116     38.611    185.092     95.998    -55.600     15.852
      3.140    304.074     38.054    185.249     95.540    -55.658     15.572
      3.150    305.027     37.498    185.403     95.083    -55.715     15.294
      3.160    305.975     36.940    185.555     94.628    -55.770     15.017
      3.170    306.919     36.382    185.704     94.174    -55.824     14.742
      3.180    307.859     35.824    185.850     93.721    -55.878     14.468
      3.190    308.794     35.265    185.993     93.271    -55.929     14.195
      3.200    309.724     34.705    186.134     92.821    -55.980     13.924
      3.210    310.650     34.145    186.272     92.373    -56.030     13.655
      3.220    311.572     33.584    186.407     91.926    -56.079     13.386
      3.230    312.489     33.023    186.539     91.481    -56.126     13.120
      3.240    313.401     32.462    186.669     91.037    -56.173     12.854
      3.250    314.310     31.900    186.796     90.594    -56.218     12.590
      3.260    315.213     31.338    186.921     90.153    -56.262     12.328
      3.270    316.113     30.775    187.043     89.712    -56.306     12.067
      3.280    317.008     30.211    187.162     89.274    -56.348     11.807
      3.290    317.898     29.648    187.279     88.836    -56.389     11.548
      3.300    318.784     29.084    187.393     88.400    -56.429     11.291
      3.310    319.666     28.519    187.505     87.965    -56.469     11.035
      3.320    320.544     27.954    187.614     87.532    -56.507     10.781
      3.330    321.417     27.389    187.721     87.099    -56.544     10.527
      3.340    322.286     26.823    187.825     86.668    -56.581     10.275
      3.350    323.150     26.257    187.926     86.238    -56.616     10.025
      3.360    324.010     25.691    188.025     85.810    -56.650      9.775
      3.370    324.866     25.124    188.122     85.382    -56.684      9.527
      3.380    325.718     24.557    188.216     84.956    -56.716      9.280
      3.390    326.565     23.990    188.307     84.531    -56.748      9.034
      3.400    327.409     23.422    188.396     84.107    -56.779      8.789
      3.410    328.248     22.855    188.483     83.684    -56.809      8.546
      3.420    329.082     22.286    188.567     83.263    -56.837      8.303
      3.430    329.913     21.718    188.649     82.842    -56.866      8.062
      3.440    330.739     21.149    188.729     82.423    -56.893      7.822
      3.450    331.561     20.580    188.806     82.005    -56.919      7.583
      3.460    332.379     20.011    188.880     81.588    -56.945      7.346
      3.470    333.193     19.441    188.952     81.172    -56.969      7.109
      3.480    334.003     18.871    189.022     80.757    -56.993      6.874
      3.490    334.808     18.301    189.090     80.343    -57.016      6.639
      3.500    335.610     17.731    189.155     79.931    -57.038      6.406
      3.510    336.407     17.160    189.218     79.519    -57.060      6.174
      3.520    337.200     16.590    189.279     79.109    -57.080      5.943
      3.530    337.989     16.019    189.337     78.699    -57.100      5.713
      3.540    338.774     15.448    189.393     78.291    -57.119      5.484
      3.550    339.555     14.876    189.447     77.884    -57.137      5.256
      3.560    340.332     14.305    189.498     77.477    -57.155      5.029
      3.570    341.104     13.733    189.547     77.072    -57.171      4.803
      3.580    341.873     13.162    189.594     76.668    -57.187      4.578
      3.590    342.638     12.590    189.639     76.265    -57.202      4.354
      3.600    343.398     12.018    189.681     75.862    -57.217      4.132
      3.610    344.155     11.445    189.721     75.461    -57.230      3.910
      3.620    344.908     10.873    189.759     75.061    -57.243      3.689
      3.630    345.656     10.300    189.795     74.661    -57.256      3.469
      3.640    346.401      9.728    189.829     74.263    -57.267      3.250
      3.650    347.141      9.155    189.860     73.866    -57.278      3.032
      3.660    347.878      8.582    189.889     73.469    -57.288      2.815
      3.670    348.611      8.009    189.916     73.074    -57.298      2.599
      3.680    349.340      7.436    189.941     72.679    -57.306      2.384
      3.690    350.064      6.863    189.964     72.285    -57.314      2.169
      3.700    350.785      6.290    189.985     71.893    -57.322      1.956
      3.710    351.502      5.717    190.003     71.501    -57.328      1.744
      3.720    352.215      5.143    190.020     71.110    -57.334      1.532
      3.730    352.925      4.570    190.034     70.720    -57.340      1.321
      3.740    353.630      3.997    190.046     70.331    -57.345      1.112
      3.750    354.331      3.423    190.056     69.942    -57.349      0.903
      3.760    355.029      2.850    190.064     69.555    -57.352      0.695
      3.770    355.722      2.276    190.070     69.168    -57.355      0.488
      3.780    356.412      1.703    190.074     68.783    -57.357      0.281
      3.790    357.098      1.129    190.076     68.398    -57.359      0.076
      3.800    357.780      0.555    190.075     68.014    -57.359     -0.129
      3.810    358.458     -0.018    190.073     67.631    -57.360     -0.332
      3.820    359.133     -0.592    190.069     67.248    -57.359     -0.535
      3.830    359.803     -1.165    190.062     66.867    -57.358     -0.738
      3.840    360.470     -1.739    190.054     66.486    -57.357     -0.939
      3.850    361.133     -2.312    190.044     66.106    -57.355     -1.139
      3.860    361.792     -2.886    190.031     65.727    -57.352     -1.339
      3.870    362.447     -3.460    190.017     65.349    -57.349     -1.538
      3.880    363.099     -4.033    190.001     64.971    -57.345     -1.736
      3.890    363.747     -4.606    189.982     64.595    -57.340     -1.933
