#   T (Gyrs)         Lx         Ly         Lz
     10.643     -0.002     -0.118     -0.101
     10.657      0.015     -0.106      0.033
     10.671      0.035     -0.088      0.159
     10.686      0.061     -0.068      0.282
     10.700      0.091     -0.043      0.409
     10.714      0.128     -0.011      0.533
     10.729      0.185      0.036      0.636
     10.743      0.275      0.113      0.641
     10.757      0.401      0.212      0.331
     10.771      0.449      0.210     -0.106
     10.786      0.388      0.145     -0.242
     10.800      0.312      0.085     -0.266
     10.814      0.236      0.032     -0.253
     10.829      0.159     -0.017     -0.223
     10.843      0.081     -0.061     -0.179
     10.857     -0.000     -0.099     -0.122
     10.871     -0.089     -0.132     -0.049
     10.886     -0.189     -0.160      0.055
     10.900     -0.316     -0.179      0.225
     10.914     -0.516     -0.172      0.608
     10.929     -0.436     -0.034      0.862
     10.943     -0.190      0.013      0.687
     10.957     -0.035      0.031      0.528
     10.971      0.080      0.041      0.377
     10.986      0.178      0.046      0.231
     11.000      0.265      0.048      0.082
     11.014      0.348      0.045     -0.071
     11.029      0.428      0.037     -0.233
     11.043      0.496      0.020     -0.411
     11.057      0.530     -0.017     -0.613
     11.071      0.388     -0.096     -0.766
     11.086     -0.083     -0.150     -0.564
     11.100     -0.384     -0.126     -0.257
     11.114     -0.465     -0.086     -0.036
     11.129     -0.442     -0.054      0.108
     11.143     -0.372     -0.030      0.209
     11.157     -0.270     -0.011      0.280
     11.171     -0.148      0.005      0.332
     11.186     -0.013      0.022      0.365
     11.200      0.153      0.039      0.375
     11.214      0.361      0.059      0.354
     11.229      0.639      0.082      0.283
     11.243      1.043      0.096      0.086
     11.257      1.378      0.028     -0.339
     11.271      0.935     -0.036     -0.370
     11.286      0.613     -0.048     -0.295
     11.300      0.365     -0.048     -0.218
     11.314      0.152     -0.045     -0.142
     11.329     -0.043     -0.040     -0.063
     11.343     -0.230     -0.034      0.022
     11.357     -0.413     -0.026      0.118
     11.371     -0.605     -0.016      0.239
     11.386     -0.802      0.001      0.415
     11.400     -0.917      0.052      0.756
     11.414     -0.137      0.097      0.749
     11.429      0.236      0.087      0.563
     11.429      0.236      0.087      0.563
