#   T (Gyrs)         Lx         Ly         Lz
     10.614      0.349      0.007     -0.130
     10.629      0.360      0.003     -0.131
     10.643      0.370     -0.001     -0.132
     10.657      0.382     -0.005     -0.133
     10.671      0.393     -0.009     -0.134
     10.686      0.404     -0.013     -0.135
     10.700      0.416     -0.018     -0.136
     10.714      0.428     -0.023     -0.136
     10.729      0.440     -0.028     -0.137
     10.743      0.452     -0.034     -0.137
     10.757      0.464     -0.039     -0.138
     10.771      0.477     -0.044     -0.138
     10.786      0.490     -0.047     -0.138
     10.800      0.503     -0.048     -0.139
     10.814      0.516     -0.049     -0.139
     10.829      0.529     -0.050     -0.139
     10.843      0.543     -0.050     -0.139
     10.857      0.556     -0.051     -0.138
     10.871      0.570     -0.053     -0.138
     10.886      0.584     -0.056     -0.138
     10.900      0.599     -0.062     -0.137
     10.914      0.613     -0.069     -0.137
     10.929      0.628     -0.078     -0.136
     10.943      0.642     -0.088     -0.136
     10.957      0.657     -0.098     -0.135
     10.971      0.672     -0.106     -0.134
     10.986      0.687     -0.111     -0.133
     11.000      0.702     -0.114     -0.132
     11.014      0.717     -0.115     -0.131
     11.029      0.732     -0.114     -0.130
     11.043      0.747     -0.112     -0.129
     11.057      0.763     -0.109     -0.127
     11.071      0.778     -0.105     -0.126
     11.086      0.794     -0.103     -0.124
     11.100      0.809     -0.105     -0.122
     11.114      0.825     -0.111     -0.121
     11.129      0.841     -0.120     -0.119
     11.143      0.857     -0.130     -0.116
     11.157      0.874     -0.141     -0.114
     11.171      0.889     -0.152     -0.111
     11.186      0.905     -0.161     -0.108
     11.200      0.922     -0.168     -0.105
     11.214      0.938     -0.170     -0.102
     11.229      0.954     -0.168     -0.099
     11.243      0.970     -0.161     -0.096
     11.257      0.986     -0.152     -0.092
     11.271      1.002     -0.141     -0.089
     11.286      1.017     -0.131     -0.085
     11.300      1.033     -0.126     -0.081
     11.314      1.048     -0.126     -0.077
     11.329      1.062     -0.130     -0.072
     11.343      1.077     -0.138     -0.068
     11.357      1.091     -0.149     -0.063
     11.371      1.105     -0.164     -0.058
     11.386      1.118     -0.181     -0.053
     11.400      1.131     -0.198     -0.047
     11.414      1.143     -0.209     -0.041
     11.429      1.155     -0.212     -0.035
     11.429      1.155     -0.212     -0.035
